index,eps,timing,memory
0,0.20906250000000004,9.247924,778801664
1,0.24062499999999998,9.230900,778726912
2,0.21140625000000002,9.198332,778801664
3,0.23374999999999999,9.173061,778726912
4,0.18656250000000002,9.155082,778801664
5,0.19937500000000002,9.154452,778801664
6,0.14187500000000003,9.919581,778726912
7,0.231875,9.155367,778726912
8,0.208125,9.174024,778801664
9,0.19390625,9.201850,778801664
10,0.16546874999999997,9.177613,778726912
11,0.2134375,9.156461,778726912
12,0.29078125,9.153661,778801664
13,0.190625,9.154619,778726912
14,0.28703125,9.156053,778801664
15,0.19421875000000002,9.156310,778801664
16,0.147890625,9.917328,778801664
17,0.19421875000000002,9.155030,778801664
18,0.10054687500000001,9.918087,778801664
19,0.21375000000000002,9.152396,778726912
20,0.18609375,9.157579,778726912
21,0.14640625000000002,9.922452,778726912
22,0.19546875,9.157232,778801664
23,0.255625,9.154279,778801664
24,0.176875,9.156077,778801664
25,0.14148437500000002,9.920495,778801664
26,0.21375000000000002,9.157204,778726912
27,0.18515625,9.158888,778801664
28,0.28296875000000005,9.157634,778726912
29,0.1721875,9.159279,778801664
30,0.08781249999999999,9.923404,778801664
31,0.21375000000000002,9.155451,778726912
32,0.2134375,9.158816,778726912
33,0.28515625,9.158737,778726912
34,0.218125,9.159717,778801664
35,0.10851562500000002,9.924200,778801664
36,0.25421875000000005,9.158878,778801664
37,0.24953125,9.159678,778801664
38,0.27203125,9.158796,778801664
39,0.16546874999999997,9.157917,778726912
40,0.20890625000000002,9.155086,778726912
41,0.1771875,9.159630,778801664
42,0.18656250000000002,9.158091,778801664
43,0.18515625,9.157369,778801664
44,0.27203125,9.158581,778801664
45,0.2,9.156796,778801664
46,0.07527343750000001,10.684143,778726912
47,0.1959375,9.156417,778801664
48,0.231875,9.154011,778726912
49,0.255625,9.151639,778801664
50,0.208125,9.151473,778801664
51,0.19390625,9.153815,778801664
52,0.21640625000000002,9.151708,778801664
53,0.21859375,9.152514,778801664
54,0.10851562500000002,9.919222,778801664
55,0.23875,9.156403,778801664
56,0.1721875,9.155806,778801664
57,0.15085937500000002,9.917114,778801664
58,0.18515625,9.151621,778801664
59,0.19796875,9.155836,778726912
60,0.255625,9.151085,778801664
61,0.20687500000000003,9.175615,778801664
62,0.17203125,9.178810,778801664
63,0.20437500000000003,9.181942,778726912
64,0.16390624999999998,9.154718,778801664
65,0.20015625,9.177053,778726912
66,0.14148437500000002,9.916867,778801664
67,0.08789062499999999,9.918677,778801664
68,0.25546875,9.156268,778801664
69,0.07527343750000001,10.675106,778726912
70,0.22953125,9.153079,778726912
71,0.218125,9.155264,778801664
72,0.19937500000000002,9.153694,778801664
73,0.14187500000000003,9.916656,778726912
74,0.22421875,9.152010,778801664
75,0.19390625,9.153482,778801664
76,0.27203125,9.154012,778801664
77,0.255625,9.152516,778801664
78,0.25640624999999995,9.154899,778801664
79,0.27203125,9.154701,778801664
80,0.1721875,9.156700,778801664
81,0.08789062499999999,9.912914,778801664
82,0.24953125,9.155137,778801664
83,0.176875,9.155616,778801664
84,0.27203125,9.155208,778801664
85,0.19484375,9.156831,778801664
86,0.147890625,9.917618,778801664
87,0.20890625000000002,9.153907,778726912
88,0.07527343750000001,10.678985,778726912
89,0.18125,9.154773,778726912
90,0.20906250000000004,9.154033,778801664
91,0.218125,9.156033,778801664
92,0.21421875000000004,9.155196,778801664
93,0.20015625,9.154099,778726912
94,0.19453125000000002,9.154992,778801664
95,0.17203125,9.156226,778801664
96,0.19453125000000002,9.154841,778801664
97,0.11640624999999999,9.921393,778801664
98,0.10851562500000002,9.917982,778801664
99,0.1825,9.156476,778801664
