index,eps,timing,memory
0,0.20906250000000004,10.110442,778801664
1,0.24062499999999998,10.068031,778726912
2,0.21140625000000002,10.032830,778801664
3,0.23374999999999999,10.015029,778726912
4,0.18656250000000002,10.016871,778801664
5,0.19937500000000002,10.040499,778801664
6,0.14187500000000003,10.873781,778726912
7,0.231875,10.014568,778726912
8,0.208125,10.035541,778801664
9,0.19390625,10.013586,778801664
10,0.16546874999999997,10.031541,778726912
11,0.2134375,10.014879,778726912
12,0.29078125,10.033205,778801664
13,0.190625,10.012379,778726912
14,0.28703125,10.033721,778801664
15,0.19421875000000002,10.009537,778801664
16,0.147890625,10.840507,778801664
