index,eps,timing,memory
0,0.750625,9.464570,778801664
1,0.841875,9.418466,778726912
2,0.738125,9.297413,778726912
3,0.8425,9.280165,778726912
4,0.6493749999999999,9.432484,778801664
5,0.76875,9.412471,778801664
6,0.4878125,10.189313,778726912
7,0.863125,9.384559,778726912
8,0.7237499999999999,9.239144,778801664
9,0.6296875000000002,10.169106,778801664
10,0.5628124999999999,10.022577,778726912
11,0.7362500000000001,9.239033,778726912
12,1.009375,9.234778,778801664
13,0.7462500000000001,9.388243,778726912
14,1.0056249999999998,9.384668,778801664
15,0.6606249999999999,9.389185,778801664
16,0.5128124999999999,10.172940,778801664
17,0.6606249999999999,9.388052,778801664
18,0.36593749999999997,10.172872,778801664
19,0.72125,9.240156,778726912
20,0.6637499999999998,9.241381,778726912
21,0.5275000000000001,10.022986,778726912
22,0.6712499999999999,9.240667,778801664
23,0.8706250000000001,9.391929,778801664
24,0.6246875000000001,10.021256,778801664
25,0.54,10.169315,778801664
26,0.72125,9.240363,778726912
27,0.6221875000000001,10.172230,778801664
28,1.064375,9.383405,778726912
29,0.575625,10.172055,778801664
